Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Jharkhand,321.55,16,Small,05-01-2020,8,Buttermilk,Raj,540,43.79,23646.6,9,Refrigerated,20-12-2019,29-12-2019,290,43.17,12519.3,Kerala,Retail,250,14.41,32.21
Haryana,359.04,60,Medium,19-06-2020,1,Milk,Raj,479.73,32.19,15442.5087,2,Polythene Packet,28-04-2020,30-04-2020,449,28.55,12818.95,Haryana,Wholesale,30,23.48,173.97
Haryana,734.1,54,Large,17-04-2019,10,Ghee,Mother Dairy,243.39,65.45,15929.8755,95,Ambient,09-03-2019,12-06-2019,152,60.82,9244.64,Kerala,Retail,91,82.89,135.17
Bihar,221.62,37,Medium,19-05-2021,10,Ghee,Raj,625.81,84.23,52711.9763,150,Ambient,08-05-2021,05-10-2021,290,80.4,23316,Jharkhand,Online,335,90.52,131.08
Chandigarh,500.03,54,Medium,07-01-2019,7,Lassi,Raj,701.6,26.49,18585.384,18,Refrigerated,09-11-2018,27-11-2018,679,26.63,18081.77,Tamil Nadu,Retail,22,97.04,43.21
Telangana,707.77,17,Small,12-07-2019,4,Yogurt,Palle2patnam,152.88,34.56,5283.5328,21,Frozen,26-05-2019,16-06-2019,95,36.77,3493.15,Chandigarh,Retail,57,86.69,136.08
Madhya Pradesh,410.12,74,Large,24-11-2021,8,Buttermilk,Mother Dairy,224.4,78.27,17563.788,9,Refrigerated,28-09-2021,07-10-2021,200,80.2,16040,Tamil Nadu,Wholesale,24,27.75,122.21
Bihar,845.6,57,Medium,08-07-2020,3,Cheese,Amul,209.17,65.15,13627.4255,45,Refrigerated,09-06-2020,24-07-2020,121,69.99,8468.79,Maharashtra,Retail,88,46.56,188.1
Rajasthan,611.86,11,Medium,03-08-2020,6,Curd,Amul,951.04,96.06,91356.9024,6,Refrigerated,20-06-2020,26-06-2020,163,96.29,15695.27,West Bengal,Retail,788,70.05,167.2
Bihar,221.46,50,Large,20-12-2022,9,Paneer,Sudha,778.25,50.2,39068.15,9,Refrigerated,10-11-2022,19-11-2022,635,47.1,29908.5,Karnataka,Online,143,22.27,161.89
Kerala,759.69,11,Large,20-05-2020,4,Yogurt,Palle2patnam,895.74,79.47,71184.4578,27,Refrigerated,06-05-2020,02-06-2020,272,82.86,22537.92,Chandigarh,Wholesale,623,35.38,44.99
Maharashtra,74.11,11,Small,24-03-2020,3,Cheese,Dynamix Dairies,786.2,60.06,47219.172,82,Refrigerated,11-03-2020,01-06-2020,544,56.31,30632.64,Bihar,Online,242,16.67,80.49
Rajasthan,113.57,94,Medium,13-02-2019,9,Paneer,Raj,480.87,70.3,33805.161,9,Refrigerated,08-01-2019,17-01-2019,292,67.95,19841.4,Uttar Pradesh,Wholesale,188,61.51,145.13
Kerala,638.79,42,Large,21-06-2022,10,Ghee,Sudha,197.25,53.11,10475.9475,89,Ambient,18-05-2022,15-08-2022,132,57.82,7632.24,Tamil Nadu,Retail,65,20.77,125.64
Telangana,211.14,99,Large,28-02-2022,9,Paneer,Raj,98.19,44.05,4325.2695,8,Refrigerated,29-01-2022,06-02-2022,58,40.85,2369.3,Delhi,Online,40,28.87,144.09
Tamil Nadu,725.42,23,Medium,03-12-2020,5,Ice Cream,Amul,850.47,89.26,75912.9522,23,Frozen,02-12-2020,25-12-2020,659,90.65,59738.35,Jharkhand,Wholesale,191,21.76,22.55
Delhi,297.1,46,Small,22-05-2020,10,Ghee,Amul,217.19,56.6,12292.954,127,Ambient,09-05-2020,13-09-2020,193,54.87,10589.91,Chandigarh,Wholesale,24,21.65,96.28
Delhi,829.35,92,Medium,25-12-2021,4,Yogurt,Amul,447.59,36.44,16310.1796,27,Refrigerated,28-10-2021,24-11-2021,81,32.53,2634.93,Karnataka,Wholesale,366,24.65,124.08
Delhi,886.27,32,Small,19-09-2020,8,Buttermilk,Amul,128.53,83.55,10738.6815,9,Refrigerated,21-08-2020,30-08-2020,54,78.75,4252.5,Rajasthan,Retail,74,79.78,126.91
Maharashtra,528.27,49,Large,19-07-2021,6,Curd,Sudha,212.47,45.04,9569.6488,5,Refrigerated,14-07-2021,19-07-2021,149,40.22,5992.78,Karnataka,Wholesale,63,81.77,78.59
Delhi,58.81,38,Medium,24-08-2019,1,Milk,Mother Dairy,313.84,71.11,22317.1624,2,Polythene Packet,11-07-2019,13-07-2019,24,75.84,1820.16,Delhi,Wholesale,289,85.32,127.18
Karnataka,174.19,98,Small,10-05-2022,8,Buttermilk,Mother Dairy,505.82,83.5,42235.97,13,Refrigerated,30-03-2022,12-04-2022,142,79.59,11301.78,Jharkhand,Online,363,56.09,175.1
Maharashtra,215.8,22,Medium,16-11-2022,4,Yogurt,Dodla Dairy,775.23,29.45,22830.5235,22,Frozen,29-10-2022,20-11-2022,683,28.98,19793.34,Telangana,Online,92,64.3,100.09
Delhi,15.8,42,Small,09-10-2019,4,Yogurt,Palle2patnam,430.18,98.36,42312.5048,25,Frozen,25-08-2019,19-09-2019,193,102.31,19745.83,Delhi,Retail,237,35.06,84.01
Uttar Pradesh,413.22,47,Small,03-01-2020,6,Curd,Raj,118.09,71.55,8449.3395,5,Refrigerated,19-12-2019,24-12-2019,82,71.06,5826.92,Rajasthan,Online,36,81.97,49.19
Karnataka,920.47,59,Medium,12-11-2021,2,Butter,Warana,798.54,29.73,23740.5942,39,Frozen,23-10-2021,01-12-2021,722,25.04,18078.88,West Bengal,Online,76,67.29,186.91
West Bengal,332.44,17,Large,24-02-2022,9,Paneer,Sudha,198.24,35.81,7098.9744,14,Refrigerated,03-02-2022,17-02-2022,160,36.59,5854.4,West Bengal,Wholesale,38,18.3,172.81
Maharashtra,225.07,54,Small,07-01-2019,2,Butter,Warana,821.77,43.29,35574.4233,32,Frozen,25-11-2018,27-12-2018,776,47.92,37185.92,Delhi,Wholesale,45,62.18,168.12
Maharashtra,96.7,21,Small,13-10-2021,2,Butter,Warana,257.57,76.12,19606.2284,27,Frozen,28-09-2021,25-10-2021,74,80.93,5988.82,Rajasthan,Retail,183,39.68,122.43
Bihar,783.8,22,Large,02-02-2021,4,Yogurt,Amul,301.18,76.36,22998.1048,29,Frozen,24-12-2020,22-01-2021,62,75.7,4693.4,Rajasthan,Wholesale,239,82.13,48.95
Delhi,617.19,21,Medium,27-11-2019,10,Ghee,Mother Dairy,581.52,68.11,39607.3272,131,Ambient,03-10-2019,11-02-2020,141,70.17,9893.97,Delhi,Retail,440,50.56,78.65
Uttar Pradesh,775.41,39,Medium,12-12-2020,10,Ghee,Raj,297.77,57.76,17199.1952,118,Ambient,22-10-2020,17-02-2021,188,54.9,10321.2,Chandigarh,Online,109,13.24,144.56
Madhya Pradesh,128.33,98,Medium,16-07-2020,1,Milk,Raj,861.63,74.56,64243.1328,2,Polythene Packet,26-06-2020,28-06-2020,583,71.46,41661.18,Jharkhand,Wholesale,278,15.43,187.01
Maharashtra,25.25,43,Large,14-01-2021,2,Butter,Warana,598.28,64.39,38523.2492,32,Frozen,19-12-2020,20-01-2021,506,68.75,34787.5,Karnataka,Retail,92,37.98,53.75
Karnataka,922.53,30,Small,12-09-2021,7,Lassi,Amul,457.09,42.1,19243.489,13,Refrigerated,04-09-2021,17-09-2021,66,38.4,2534.4,West Bengal,Wholesale,391,64.01,187.46
Karnataka,530.25,82,Large,25-06-2019,5,Ice Cream,Palle2patnam,841.8,18.29,15396.522,28,Frozen,12-05-2019,09-06-2019,816,23.06,18816.96,Maharashtra,Retail,25,86.71,96.05
Uttar Pradesh,60.55,19,Small,10-05-2019,9,Paneer,Raj,106.97,29.08,3110.6876,8,Refrigerated,25-03-2019,02-04-2019,97,31.68,3072.96,Haryana,Retail,9,91.84,23.64
Rajasthan,908.8,80,Medium,09-03-2020,8,Buttermilk,Mother Dairy,4.92,33.99,167.2308,10,Refrigerated,09-01-2020,19-01-2020,1,37.83,37.83,Maharashtra,Online,3,31.62,21.3
Gujarat,405.72,11,Medium,20-06-2021,7,Lassi,Mother Dairy,181.93,14.53,2643.4429,14,Refrigerated,02-05-2021,16-05-2021,151,18.92,2856.92,Telangana,Wholesale,30,36.34,116.04
Haryana,839.48,83,Large,11-02-2022,6,Curd,Sudha,145,75.09,10888.05,7,Refrigerated,23-12-2021,30-12-2021,101,70.95,7165.95,Kerala,Retail,44,40.04,190.12
West Bengal,327.73,50,Large,10-10-2022,8,Buttermilk,Sudha,103.12,12.84,1324.0608,10,Refrigerated,18-08-2022,28-08-2022,50,11.97,598.5,Tamil Nadu,Retail,53,73.26,108.34
Bihar,854.94,21,Large,09-08-2021,5,Ice Cream,Amul,988.41,30.02,29672.0682,21,Frozen,21-07-2021,11-08-2021,757,31.6,23921.2,Karnataka,Wholesale,231,90.35,163.41
Chandigarh,666.02,82,Medium,28-05-2020,7,Lassi,Mother Dairy,809.49,14.4,11656.656,14,Refrigerated,14-05-2020,28-05-2020,422,17.37,7330.14,Chandigarh,Retail,387,79.76,20.23
Tamil Nadu,314.12,46,Small,10-08-2020,4,Yogurt,Amul,8.92,96.34,859.3528,27,Refrigerated,08-07-2020,04-08-2020,8,99.2,793.6,Kerala,Online,0,89.37,165.58
Delhi,334.78,65,Large,21-02-2019,7,Lassi,Sudha,211.13,94.88,20032.0144,12,Refrigerated,13-02-2019,25-02-2019,46,93.27,4290.42,Haryana,Online,165,69.54,147.24
Kerala,412.38,15,Medium,05-11-2019,5,Ice Cream,Palle2patnam,460.37,40.66,18718.6442,27,Frozen,18-09-2019,15-10-2019,17,40.43,687.31,Delhi,Retail,443,88.35,73.04
Madhya Pradesh,23.71,89,Medium,07-10-2020,2,Butter,Amul,356.58,72.04,25688.0232,28,Refrigerated,15-08-2020,12-09-2020,110,70.27,7729.7,Jharkhand,Wholesale,246,25.29,139.76
Rajasthan,628.74,31,Large,07-04-2019,4,Yogurt,Palle2patnam,57.09,12.34,704.4906,21,Refrigerated,27-03-2019,17-04-2019,56,11.02,617.12,Kerala,Retail,1,53.15,155
Kerala,149.8,56,Small,18-03-2021,7,Lassi,Raj,936.96,76.27,71461.9392,17,Refrigerated,22-02-2021,11-03-2021,120,76.49,9178.8,Rajasthan,Retail,816,94.86,195.1
Haryana,894.02,90,Small,23-04-2021,1,Milk,Mother Dairy,789.19,92.89,73307.8591,22,Tetra Pack,27-03-2021,18-04-2021,134,91.17,12216.78,Delhi,Wholesale,655,73.28,135.61
Telangana,184.98,54,Medium,28-03-2019,8,Buttermilk,Sudha,277.99,14.12,3925.2188,9,Refrigerated,01-02-2019,10-02-2019,85,12.1,1028.5,Tamil Nadu,Online,192,36.99,88.68
Tamil Nadu,863.23,34,Medium,05-03-2019,10,Ghee,Sudha,443.29,99.65,44173.8485,60,Ambient,10-01-2019,11-03-2019,382,103.11,39388.02,Gujarat,Wholesale,61,70.78,82.01
West Bengal,884.41,68,Small,13-02-2020,8,Buttermilk,Sudha,664.72,75.74,50345.8928,7,Refrigerated,10-01-2020,17-01-2020,635,78.85,50069.75,Delhi,Wholesale,29,42.43,157.48
West Bengal,300.23,18,Small,05-02-2022,6,Curd,Mother Dairy,42.13,76.65,3229.2645,6,Refrigerated,15-12-2021,21-12-2021,10,78.82,788.2,Delhi,Online,32,64.27,173.67
Chandigarh,664.99,66,Large,06-05-2019,2,Butter,Parag Milk Foods,764.41,68.75,52553.1875,27,Refrigerated,15-03-2019,11-04-2019,398,68.41,27227.18,Rajasthan,Online,366,29.93,120
Madhya Pradesh,28.92,22,Medium,16-09-2021,1,Milk,Amul,903.11,54.38,49111.1218,2,Polythene Packet,10-08-2021,12-08-2021,82,58.65,4809.3,Chandigarh,Wholesale,821,43.27,84.5
Bihar,52.56,58,Medium,03-10-2019,9,Paneer,Raj,978.29,72.66,71082.5514,12,Refrigerated,19-09-2019,01-10-2019,792,71.09,56303.28,Kerala,Wholesale,186,50.1,40.55
Delhi,703.04,77,Medium,20-04-2020,10,Ghee,Mother Dairy,387.02,61.92,23964.2784,92,Ambient,03-03-2020,03-06-2020,17,61.52,1045.84,Delhi,Online,370,39.53,77.76
West Bengal,787.9,49,Medium,05-10-2022,9,Paneer,Amul,929.42,28.42,26414.1164,10,Refrigerated,17-09-2022,27-09-2022,87,24.14,2100.18,Gujarat,Wholesale,842,83.05,36.56
Delhi,705.79,98,Small,01-12-2021,9,Paneer,Amul,811.16,45.63,37013.2308,7,Refrigerated,10-11-2021,17-11-2021,730,43.36,31652.8,Tamil Nadu,Online,81,83.57,45.59
Kerala,252.05,47,Small,02-09-2019,7,Lassi,Mother Dairy,643.78,38.29,24650.3362,12,Refrigerated,23-07-2019,04-08-2019,321,41.19,13221.99,Tamil Nadu,Retail,322,40.09,138.81
Telangana,725.6,20,Small,20-01-2019,10,Ghee,Mother Dairy,528.65,81.97,43333.4405,69,Ambient,09-12-2018,16-02-2019,144,81.18,11689.92,Tamil Nadu,Online,384,67.1,146.97
Chandigarh,34.51,55,Small,20-09-2019,1,Milk,Raj,142.96,71.92,10281.6832,30,Tetra Pack,03-09-2019,03-10-2019,29,76.31,2212.99,Madhya Pradesh,Wholesale,113,32.74,144.95
Kerala,755.34,55,Large,01-06-2020,8,Buttermilk,Mother Dairy,320.25,48.42,15506.505,12,Refrigerated,14-05-2020,26-05-2020,212,49.6,10515.2,Uttar Pradesh,Online,108,91.95,177.84
Bihar,128.9,78,Small,25-01-2020,2,Butter,Warana,587.33,45.64,26805.7412,40,Refrigerated,15-12-2019,24-01-2020,272,42.15,11464.8,Delhi,Wholesale,315,20.61,81.64
Uttar Pradesh,750.71,97,Medium,01-12-2022,7,Lassi,Mother Dairy,887.2,70.41,62467.752,15,Refrigerated,27-10-2022,11-11-2022,290,68.94,19992.6,Haryana,Retail,597,40.06,143.24
West Bengal,725.75,13,Small,20-06-2021,6,Curd,Sudha,761.15,31.52,23991.448,7,Refrigerated,08-06-2021,15-06-2021,156,34,5304,Tamil Nadu,Retail,605,95.44,144.05
Uttar Pradesh,503.63,43,Medium,25-04-2019,8,Buttermilk,Raj,369,48.3,17822.7,7,Refrigerated,28-02-2019,07-03-2019,278,50.95,14164.1,West Bengal,Wholesale,91,25.75,187.32
Jharkhand,676.22,73,Large,06-05-2022,2,Butter,Amul,161.58,56.12,9067.8696,26,Frozen,09-04-2022,05-05-2022,26,54.76,1423.76,Rajasthan,Retail,135,91.52,155.57
Kerala,205.46,61,Medium,28-08-2021,5,Ice Cream,Dodla Dairy,169.36,39.93,6762.5448,21,Frozen,20-07-2021,10-08-2021,72,40.68,2928.96,Gujarat,Retail,97,82.75,44.19
Madhya Pradesh,396.7,59,Small,22-07-2019,10,Ghee,Sudha,991.29,74.04,73395.1116,144,Ambient,02-07-2019,23-11-2019,595,72.16,42935.2,Tamil Nadu,Retail,396,91.27,43.72
Haryana,186.65,51,Medium,03-05-2020,2,Butter,Parag Milk Foods,207.74,70.93,14734.9982,35,Refrigerated,07-03-2020,11-04-2020,107,69.01,7384.07,Chandigarh,Online,100,26.53,85.89
Telangana,692.56,80,Medium,22-06-2020,6,Curd,Mother Dairy,228.33,77.46,17686.4418,7,Refrigerated,06-05-2020,13-05-2020,5,73.42,367.1,Telangana,Wholesale,223,27.99,103.65
Bihar,506.63,75,Small,03-03-2019,3,Cheese,Dynamix Dairies,637.42,96.55,61542.901,74,Refrigerated,23-01-2019,07-04-2019,128,97.73,12509.44,Delhi,Retail,509,60.78,118.88
Gujarat,239.29,50,Medium,26-10-2020,2,Butter,Amul,743.79,21.62,16080.7398,36,Frozen,13-09-2020,19-10-2020,358,22.45,8037.1,Jharkhand,Wholesale,385,85.61,81.66
Chandigarh,247.17,27,Large,22-11-2020,7,Lassi,Amul,424.99,27.76,11797.7224,17,Refrigerated,01-10-2020,18-10-2020,311,30.63,9525.93,Chandigarh,Wholesale,113,26.95,64.23
